id	RNF43_WT_4	RNF43_WT_3	RNF43_WT_2	RNF43_WT_1	GFP_4	GFP_3	GFP_2	GFP_1	RNF43_659fs_4	RNF43_659fs_3	RNF43_659fs_2	RNF43_659fs_1	RNF43_117fs_4	RNF43_117fs_3	RNF43_117fs_2	RNF43_117fs_1
ENSG00000137817.16	-1.0696	-0.2773	-1.6940	-0.6649	1.0174	1.3064	0.8381	1.2419	-0.1289	-0.9048	-1.1509	-1.0119	1.2875	0.0889	0.5912	0.5309
ENSG00000139835.13	-1.1860	0.7917	-1.0055	-0.3169	1.5189	0.7972	1.4745	1.7943	-0.0611	-0.7261	-0.3352	-1.1326	0.1065	-1.0922	-0.6236	-0.0038
ENSG00000176927.14	-0.5364	-0.2745	-0.6961	-1.6488	2.3270	-0.2213	1.1998	-1.4303	0.1475	0.3377	0.2577	-0.0990	1.1336	0.4766	-0.1080	-0.8656
ENSG00000267130.1	0.2267	-0.5692	-0.6056	0.0869	1.3209	-0.3958	-0.2500	0.3571	1.6030	-0.7619	1.2398	-1.3751	1.1310	-1.9939	0.3966	-0.4103
ENSG00000038002.8	-0.1991	0.7741	-0.1915	0.8948	-0.3209	1.3962	-0.4352	0.5344	-0.8897	-2.0015	-1.3418	-1.1028	1.3671	1.1024	0.1283	0.2851
ENSG00000132406.11	-0.5182	0.0799	-0.2393	1.2867	0.4383	1.3709	1.0282	0.9368	-0.7180	-0.9493	-1.1055	-0.5306	-2.1631	-0.4601	0.7274	0.8160
ENSG00000136044.11	-0.0743	0.7291	-0.9050	0.5967	-0.1080	2.1274	0.3308	0.9991	-0.8241	-0.3817	0.5367	1.0554	-0.8240	-1.9180	-0.9531	-0.3870
ENSG00000182934.11	0.4805	0.4735	0.6893	0.1028	-0.4177	-0.9053	-0.9290	-0.5890	-0.4772	-0.7192	-0.6500	-1.3275	0.4182	2.1310	2.0283	-0.3086
ENSG00000123130.16	-0.5413	-0.3223	-0.2163	-0.1274	1.0591	0.6361	1.0153	0.1158	0.2732	0.1084	0.9218	-0.0545	-3.2340	0.0063	0.6834	-0.3236
ENSG00000159216.18	-0.9701	-0.7344	0.7681	0.2535	-0.7834	-1.4311	-0.9449	0.0619	0.5282	0.2207	0.8019	0.8698	0.8461	0.9344	1.5075	-1.9282
ENSG00000256569.1	-0.1479	-0.3319	-1.4536	0.1715	-0.0853	-0.1449	-2.6458	1.0027	-0.1418	0.2056	0.6958	0.4084	1.9191	0.4183	0.3013	-0.1717
ENSG00000260456.6	0.3105	-0.2608	0.9675	-0.0687	-1.8846	-0.1005	-1.2531	-0.0901	0.1822	-0.7405	-0.6683	-1.2820	1.3778	1.2282	1.3301	0.9524
ENSG00000074855.10	-0.8724	-1.0869	-1.4255	-1.2741	1.3295	-0.3549	0.6424	0.2610	0.1955	-0.4915	1.0729	-0.4795	1.8994	1.1778	0.0159	-0.6095
ENSG00000189337.15	0.7962	-0.9860	0.1324	-0.8828	0.3567	-1.3680	-0.5818	1.1092	0.4518	1.3424	1.2419	0.5160	1.0168	-1.0029	-1.7347	-0.4072
ENSG00000137819.13	0.7903	-1.1873	0.9166	-0.8375	-0.4197	-2.1198	-0.1495	-0.6706	-0.1386	-0.2682	0.0109	0.0220	0.9797	2.1013	0.9003	0.0700
ENSG00000179152.19	1.0451	0.6903	0.7537	1.0331	0.5649	-0.0258	0.2011	-1.0760	-0.4885	0.2184	-0.5087	0.4020	-2.9465	-0.4984	0.7862	-0.1508
ENSG00000167972.13	-0.7888	-0.6887	-1.4223	-0.9224	-0.4814	-0.8488	-0.3638	-0.3903	0.5199	1.0200	0.9055	0.8789	2.3258	-0.6109	-0.1709	1.0383
ENSG00000144026.11	-1.3329	-0.6388	-1.1988	-0.4420	1.1481	2.3043	0.1030	1.3183	-0.5643	-0.3107	-0.7692	-0.5004	-0.7819	0.5686	0.4672	0.6296
ENSG00000112290.12	-0.5447	-0.8153	-0.2057	-1.2596	-0.0624	0.2355	0.4309	0.1374	0.2383	1.6885	1.3755	1.2547	-2.3354	0.2345	0.1244	-0.4967
ENSG00000196782.12	-0.0700	-1.8689	-1.5005	-1.4668	1.0326	0.1973	-0.1532	0.7968	1.6046	0.4666	0.3109	-0.1617	0.6996	-0.9225	1.0394	-0.0043
ENSG00000146828.17	-0.3993	-0.8089	-1.1962	0.1663	-0.7704	-0.2123	1.7871	1.2614	1.1728	-1.4016	0.5752	0.0827	0.0659	-0.8382	-0.9226	1.4383
ENSG00000260852.1	-0.4350	-0.4086	-0.5815	-0.9126	1.8467	1.5725	1.4092	1.5974	-0.1130	0.0030	-0.1803	-0.5794	-0.7030	-0.6290	-0.9773	-0.9091
ENSG00000148572.14	-0.1937	1.3730	0.7461	0.0704	0.4877	0.3616	0.8389	-0.3708	-1.3208	-0.1736	-0.6826	-0.5291	-2.0018	1.3641	1.2230	-1.1924
ENSG00000166275.15	-0.1304	-0.1571	-0.0567	0.2316	0.6818	1.3386	0.1476	0.7125	-0.1578	0.5399	-0.0319	0.4573	-3.3234	-0.6676	0.1316	0.2840
ENSG00000260521.2	-1.2516	0.2480	-0.3684	0.1692	-2.0524	-0.1921	0.1775	0.8741	-0.5651	-0.7647	0.3046	1.0138	1.4603	-1.1188	1.5900	0.4756
ENSG00000158710.14	1.0598	0.0512	1.2273	-0.3528	-1.0191	-1.4464	-0.7866	-0.4731	1.3751	1.2604	1.1948	0.8640	-0.4330	-1.1770	-0.9368	-0.4078
ENSG00000089248.6	-1.2727	0.4094	-1.1012	0.1542	-0.1855	1.3146	-0.3701	2.1942	-0.7696	-0.3675	-1.0009	0.4191	0.9096	-0.7128	-0.7976	1.1771
ENSG00000205155.7	-0.8712	-0.5106	-0.8116	-0.8784	0.8452	1.1381	0.9513	2.1008	-0.8860	-1.5003	-0.7002	-0.4741	0.8219	0.1773	0.8401	-0.2423
ENSG00000236675.1	0.0006	0.1706	-0.5932	0.8826	0.9018	0.8853	1.3108	0.3598	-0.5603	0.4925	-0.3210	-0.1494	0.1779	-2.5572	-1.6497	0.6490
ENSG00000168214.20	0.4165	-0.9335	-1.4114	-1.4634	-0.0530	-0.8644	1.5344	-0.2117	0.0428	1.7419	0.2022	-0.2321	0.8156	0.3773	1.1884	-1.1496
ENSG00000085840.12	0.1999	-0.1439	-0.2360	-0.6226	1.1837	-0.2535	1.3198	0.4270	-1.1064	-0.9748	-0.7455	-1.8901	-0.6954	1.1804	1.4511	0.9063
ENSG00000156482.10	-0.1042	0.7646	-0.6057	0.7795	-0.0894	1.7052	0.8801	1.0341	-0.4866	-0.4416	-0.9432	0.3487	-2.4149	-0.5985	-0.6292	0.8010
ENSG00000280308.1	-0.5904	0.5124	-0.1267	-1.5875	1.4851	0.0915	0.6562	-1.8318	-0.1188	0.0510	0.6045	1.2466	-1.7043	0.8026	-0.0902	0.5998
ENSG00000164669.12	-0.5986	-1.3045	-1.0973	0.5639	1.7954	-1.1915	0.6464	0.5200	0.8812	-1.3875	1.3002	-0.6962	-0.4110	0.6515	0.6943	-0.3662
ENSG00000159692.15	-0.3068	-0.0970	-0.7538	-0.3979	-0.1325	0.1512	-0.2965	0.9512	0.0291	-0.0977	-0.3302	-0.0566	3.2012	-1.4129	-0.8036	0.3530
ENSG00000008294.20	-0.6372	-0.0406	-0.6411	0.0259	1.5882	1.2579	1.0638	0.5982	-0.8561	-0.5515	0.0443	-0.2071	-2.6328	0.1896	0.7296	0.0691
ENSG00000157020.17	0.4274	0.3674	0.5609	-0.0166	-0.8921	-1.5019	-0.6935	-0.7922	-0.1979	-0.3519	-0.3054	-1.3566	2.0054	1.8587	0.7905	0.0976
ENSG00000139436.20	0.0605	-0.8736	-0.2624	-1.3408	1.7166	1.6249	0.8238	1.5146	-0.4238	-0.4616	-0.5462	-1.5573	-0.5083	0.2354	0.4330	-0.4349
ENSG00000137504.13	-1.6829	-1.2226	-1.5922	-0.7152	0.8320	1.5491	0.2635	1.5517	-0.7072	0.2415	0.0142	-0.4167	0.5534	0.6224	0.7903	-0.0814
ENSG00000101146.12	-0.5626	-0.6503	-0.4441	-0.5908	2.2069	0.8473	1.1450	1.0770	-0.7265	-1.0281	-0.6142	-1.2822	-0.9230	0.6131	0.9057	0.0267
ENSG00000173889.15	-0.2206	-0.2447	-0.3452	-0.6438	1.5441	1.4079	1.7314	0.4722	-0.2996	-1.2181	-0.9327	-1.4576	1.2947	-0.0945	-0.3879	-0.6056
ENSG00000131018.22	0.0955	-0.3553	-1.4426	0.6389	-0.3709	-0.0218	-0.1372	0.4915	0.6458	-0.1148	-0.9305	0.5092	2.9274	-0.6539	-0.0917	-1.1897
ENSG00000176783.14	-0.6092	-1.2179	-1.3598	-0.4544	1.8065	0.0629	0.8663	1.0295	-1.2358	-0.6133	-0.3494	-1.0668	0.4719	1.0106	1.1678	0.4909
ENSG00000112246.9	-0.3916	-0.8403	-1.3570	-1.8901	0.7460	0.1133	2.2864	0.5589	0.3246	0.5875	1.0394	-0.6555	0.0234	0.2029	0.0356	-0.7832
ENSG00000260882.1	0.8288	-0.7385	-0.9566	1.3486	0.2278	1.2199	-1.7995	-0.0423	-1.6495	-0.1416	0.8654	-0.3375	1.0660	-0.5901	-0.3291	1.0282
ENSG00000141556.20	0.4666	0.4910	0.3398	0.7139	0.8486	-0.1333	-1.0479	0.2635	0.3546	0.2276	0.7990	0.3542	-0.2208	-2.3142	-2.1544	1.0117
ENSG00000123191.14	-0.4021	-0.3270	-1.3609	0.0293	-0.3931	1.9803	-0.4533	0.2165	0.2496	0.7294	0.9428	1.0584	-0.9855	-2.0107	-0.2152	0.9414
ENSG00000047056.14	-0.4631	-0.0193	-0.0475	-0.9059	1.4304	1.5830	2.0795	1.0980	-0.2128	0.1548	-0.8026	-0.8888	-0.6682	-0.5704	-1.0314	-0.7359
ENSG00000130165.10	0.0121	-0.8835	-0.4322	-1.3419	1.2197	0.3330	1.6554	0.2987	-0.4165	-0.6943	-0.2677	-0.9151	2.2500	0.5211	-0.7364	-0.6023
ENSG00000090857.13	-0.5379	0.0122	-1.7700	-1.1060	1.9376	1.3372	0.8938	1.3805	-0.2589	-0.3727	-0.7413	-0.8293	-0.3742	-0.0294	-0.2283	0.6866
ENSG00000177189.12	-0.1027	0.3697	0.7854	-0.4791	1.1568	0.6871	0.8042	0.1173	-0.5808	-0.1274	0.0411	-0.8574	-3.0387	0.2846	1.0568	-0.1168
ENSG00000166902.4	0.4407	1.0351	1.6889	0.7526	-1.5635	0.5698	-1.1091	-0.3116	0.2462	0.9363	-0.3080	0.0471	-1.7932	-1.3009	0.1732	0.4966
ENSG00000111877.17	0.5308	1.0629	-0.1608	0.2273	0.8247	1.2317	1.2234	1.4645	-1.5997	-0.6188	-0.5228	-0.2984	-1.6737	-1.0670	-0.6538	0.0298
ENSG00000114786.15	1.1398	0.5368	-0.4088	0.4177	1.4424	-0.7091	-1.1093	0.7514	0.3277	-0.1768	-0.6799	1.1363	-0.0206	-2.6031	0.0850	-0.1294
ENSG00000144535.19	-0.3815	-0.2498	-0.2326	-0.5723	0.2820	-0.0081	1.3148	0.3971	-1.1250	0.0338	-2.3532	-0.9023	1.7106	0.9204	1.0149	0.1512
ENSG00000248971.2	-0.4898	0.4964	-0.8983	-0.4907	1.6771	1.1171	1.5933	1.4989	-0.1333	-0.5058	-0.3976	-1.7851	-0.0298	-0.7054	-0.3071	-0.6398
ENSG00000204428.12	-0.6259	0.0592	-0.7827	-0.2501	1.2968	1.5894	1.5119	0.4671	0.2291	-1.1487	0.4743	-0.2183	0.8063	-1.9448	-0.9181	-0.5456
ENSG00000100290.2	0.8048	-0.4745	0.5734	-0.9704	0.3683	0.1024	1.3504	-0.2797	1.5355	0.4249	0.6033	0.5476	-0.8234	-0.4407	-0.8807	-2.4411
ENSG00000146250.6	0.5258	-0.6136	0.7613	0.2221	0.5001	-0.4392	0.3767	-2.0480	-0.1805	1.4567	1.4490	0.1723	-1.6972	0.8243	-0.3106	-0.9994
ENSG00000085377.13	0.3882	-0.1174	1.9389	-0.0498	0.0982	-0.0249	-0.1434	-0.1856	0.9055	-0.2542	1.1362	-0.7408	-2.8568	0.1933	-0.2920	0.0047
ENSG00000134265.12	0.3006	-1.0142	-0.5355	-0.0840	1.6823	1.2217	1.6910	0.6217	-0.9269	-0.3277	0.3769	0.1118	-1.8894	-0.3391	0.1947	-1.0840
ENSG00000110660.14	-1.0814	-0.9866	0.2168	-0.8900	0.6231	-1.1634	0.8459	-0.8491	0.8522	1.1099	1.0101	0.8070	-2.0518	0.2587	0.4367	0.8617
ENSG00000198964.13	-0.3910	-0.3631	-0.6685	-1.7422	0.5949	0.1837	2.1311	-0.0663	-0.1037	0.0920	-0.6310	-0.1947	-1.2910	1.1168	1.6769	-0.3438
ENSG00000128342.4	0.0974	0.5698	-0.3477	0.5742	1.1214	1.1956	0.8019	0.7222	-1.2676	-1.4563	-0.6893	-1.6480	1.0127	0.4102	0.3599	-1.4565
ENSG00000186767.5	0.9931	0.7106	0.8656	1.2241	-0.8005	0.3730	-0.6264	-0.1610	0.0187	0.0130	-0.3494	0.5081	-3.0885	-0.1632	0.2454	0.2372
ENSG00000104687.12	-0.0882	0.9228	1.0916	-2.0471	0.3124	-0.9085	-1.8310	-0.2520	-0.8811	-0.1537	1.3860	0.9870	0.0356	0.6474	0.4015	0.3776
ENSG00000092203.13	-0.7036	-0.5511	-0.3811	-0.6361	1.9545	1.0426	1.4796	1.4275	-0.6024	-1.1797	-0.9152	-1.1087	-0.1203	0.7246	-0.0368	-0.3938
ENSG00000245248.7	1.8271	0.4921	0.2432	0.2945	0.1591	-0.8407	1.0101	-0.8942	-0.3244	-1.2450	-0.6449	-0.4927	2.1721	-1.0210	0.0667	-0.8019
ENSG00000172458.4	0.2823	0.6736	0.9688	0.7134	-1.5032	1.1650	-0.0460	-0.0473	0.5978	0.3015	0.6359	0.4509	-1.8820	-1.7658	-1.1482	0.6032
ENSG00000226562.3	0.8692	-0.5213	0.0375	-0.0747	0.7761	0.0965	-0.8619	-1.3478	1.3477	-1.0372	0.9053	0.1657	-2.2555	0.3062	1.3464	0.2480
ENSG00000233024.7	-1.1704	-0.1598	-2.0548	-0.1727	0.6327	2.3095	0.8333	0.1803	0.8526	0.6525	-0.9744	-0.1914	0.1876	-0.7367	0.1860	-0.3745
ENSG00000145569.5	-0.0584	-0.4855	-0.3034	0.3994	0.3080	0.4027	0.1337	-0.0266	-0.4813	0.5837	0.4320	1.4211	-3.1414	1.1609	-0.4721	0.1272
ENSG00000182670.13	-0.3890	-1.3904	-0.4686	-1.9912	0.5193	-0.9784	-0.0751	-0.7674	0.0009	0.6536	1.5225	1.2913	0.2605	-0.2104	1.4236	0.5989
ENSG00000223822.2	1.1350	-0.8042	-2.1774	0.6869	-1.4935	0.4028	-0.6871	0.8756	-0.5369	0.5267	-0.0462	0.3811	-0.9994	0.9361	0.9753	0.8252
ENSG00000162607.12	0.4777	0.0707	0.1296	0.9245	0.7229	0.5640	0.6661	-0.1062	-0.4335	0.0340	-0.3826	0.1635	-3.4371	0.0349	0.6460	-0.0745
ENSG00000143494.15	1.6114	0.1123	1.2070	-1.1845	-0.0337	-0.5998	-1.7876	-0.3085	0.6603	1.1606	-0.1569	0.4820	0.0564	0.2913	0.3874	-1.8977
ENSG00000104365.13	0.8939	-1.5004	-1.2476	-0.4321	1.6339	0.9455	0.6175	1.5219	-0.0429	0.3604	-1.0971	-0.8141	0.7505	-0.0340	-1.0718	-0.4838
ENSG00000260924.2	-0.7755	-0.7661	-0.8775	-0.5584	-0.0272	1.2712	-1.0079	0.2904	0.4134	-0.4680	0.1262	-1.9292	0.9380	1.4392	1.6968	0.2345
ENSG00000228649.8	-0.2036	-1.3938	0.0050	-1.1256	1.9297	0.0879	0.1731	0.1722	1.1331	1.0123	1.0172	-1.3275	-1.3786	0.5117	0.1942	-0.8074
ENSG00000234327.7	-0.5753	-0.2286	1.4853	0.2686	0.0631	0.7271	1.7724	0.7980	-0.0042	-1.1284	-1.3893	-1.5243	-0.3746	-0.0676	1.1706	-0.9926
ENSG00000269556.7	-1.1073	0.1134	0.1459	-1.2365	1.4082	-0.7445	1.3883	-0.5846	1.6481	0.7391	0.1510	0.7140	0.2988	-0.9801	-1.5473	-0.4063
ENSG00000143198.12	0.4684	1.1006	1.3028	-0.4113	-1.3917	0.1486	-0.4240	0.1362	0.3571	0.8926	0.4715	0.4610	-2.7295	0.3912	-0.7636	-0.0100
ENSG00000160877.5	-0.2993	-1.3631	-0.2404	-1.5272	1.3409	-0.6679	-0.3352	-0.1575	0.8594	1.0275	0.7099	0.4331	2.0890	-0.2397	-0.9663	-0.6631
ENSG00000138613.13	0.3562	-1.2050	-1.2576	-0.3256	2.5991	-0.3453	-0.5479	-0.0549	-0.1571	1.3429	0.4818	0.2325	-0.7264	-1.2314	0.5711	0.2675
ENSG00000105204.13	-0.6206	-0.9979	-0.6197	-0.9056	1.8617	0.9483	1.3081	1.3542	-1.1661	-0.4931	-0.0515	-1.0028	1.2386	-0.5578	-0.1005	-0.1953
ENSG00000007545.15	-0.2898	-0.9995	-0.9607	-1.1453	2.0509	1.0764	1.5840	1.3486	0.1266	-0.4729	-0.9528	-0.5964	0.2351	-0.3483	-0.1104	-0.5456
ENSG00000130748.6	-0.5007	-0.0071	0.3707	-0.4451	-2.0279	-1.2737	-0.8093	-0.0373	1.1064	0.3895	0.8381	0.8948	1.5000	-0.9296	1.3590	-0.4278
ENSG00000175595.14	-0.0212	-0.5237	-0.3357	-0.7142	1.5718	1.7611	1.1593	0.6553	-1.0273	-0.5881	-0.8870	-1.0421	-0.4017	1.6057	-0.5401	-0.6720
ENSG00000185596.16	-0.3879	-0.3116	-0.3984	-1.5415	0.1935	0.3703	-0.0343	0.8498	-1.0526	-1.7124	-0.6922	0.0190	2.1144	0.9342	1.0439	0.6059
ENSG00000163319.10	-0.4015	0.2080	0.6081	0.3409	0.9494	0.1546	0.3384	-0.4149	-0.6467	-0.2674	-0.0071	-1.0939	-2.4497	1.9415	1.1967	-0.4564
ENSG00000203772.7	-0.7197	0.0806	-1.0426	-0.0992	1.1881	1.1901	0.5794	2.2068	0.2819	-0.0702	0.1358	-0.5204	-0.0461	-2.0963	-0.5797	-0.4884
ENSG00000233013.8	-1.0198	-1.1871	0.2033	-0.2374	1.2095	0.7009	0.5660	1.6276	0.4298	-2.0195	-0.7912	-1.0371	-0.3416	0.5896	1.0048	0.3020
ENSG00000234719.8	-0.2030	0.2614	0.5869	-0.0767	0.5680	2.0656	0.7984	0.8184	1.2187	-0.2946	-0.4897	-0.0449	-1.3897	-1.3104	-1.1232	-1.3854
ENSG00000270820.5	0.6896	1.0794	-0.3416	0.3240	0.8959	0.9648	-0.0024	-0.2166	0.0972	0.1988	-1.2670	-3.0043	0.4678	0.3350	0.2910	-0.5116
ENSG00000148154.9	0.1327	-0.2609	0.5547	-0.0517	0.4123	0.5185	0.2741	-0.0149	0.8229	0.6956	0.5916	0.2979	-3.4874	-0.0140	0.0936	-0.5649
ENSG00000213965.3	0.4418	0.7810	-0.0895	1.0199	-1.3175	1.1648	-1.0449	0.4132	0.4291	-0.2050	0.0470	0.7276	-2.4361	-1.1465	0.4552	0.7599
ENSG00000221867.8	-0.4531	0.5922	0.0273	0.4854	0.6767	0.1454	-0.8921	-1.1470	-1.5255	-0.1421	-1.6056	0.0821	1.2220	0.7533	-0.3422	2.1231
ENSG00000261971.6	-1.3991	-0.1725	-0.7216	-0.5662	-0.7004	0.2730	-1.3213	0.1375	-0.1485	0.9763	0.9126	-0.2276	2.1870	-1.0546	0.4543	1.3712
ENSG00000176024.16	0.2404	0.0602	-0.2397	0.2664	1.3734	-1.8148	1.4459	-0.7059	0.0940	-1.3706	-1.3533	0.2868	-0.5057	1.2368	1.1892	-0.2031
ENSG00000183691.4	-0.0513	-0.5136	0.7430	-2.2226	-0.0408	-0.6892	0.0928	-0.5935	1.1258	1.2252	1.6005	0.1186	1.0733	-0.0978	-0.4785	-1.2920
ENSG00000134278.14	-0.2268	0.6445	-0.4777	-0.3840	0.5935	1.6088	0.8368	-0.4728	0.8540	0.7486	0.6460	-1.4968	-2.3612	0.0657	-0.8368	0.2582
ENSG00000267809.1	-0.1009	0.2001	0.1501	-1.0427	-1.9874	-0.1599	-0.4547	0.0171	0.5109	0.3810	-0.3309	1.2571	2.4531	-0.2265	0.4640	-1.1302
ENSG00000102078.15	-0.5946	-0.6719	-0.7920	-0.1825	0.9017	2.5834	1.0304	0.8175	-0.2506	-0.8278	-1.0272	-0.1841	-1.3285	-0.4599	0.3986	0.5873
ENSG00000107819.13	-0.6767	-1.6271	-0.7031	-1.6785	1.2482	-0.6786	-0.2278	0.0099	0.5901	1.3619	1.0841	-0.5166	0.2235	1.0426	1.1629	-0.6148
ENSG00000111276.10	-1.4331	-1.0813	-0.3024	-0.1447	2.0433	1.4490	1.4929	0.5505	-0.6690	-0.6677	-0.5889	-0.8550	0.5448	0.4938	-0.4132	-0.4192
ENSG00000143390.17	-1.3099	-0.2701	-0.8553	-0.9057	0.5322	0.9085	-0.2435	1.2208	0.0744	1.9811	0.9594	0.2403	-1.9811	-0.4066	0.0037	0.0518
ENSG00000254996.5	0.0700	-0.4803	-0.5400	-0.3141	2.0299	0.8507	1.9611	1.1984	-0.6695	-0.8139	-0.7408	-0.8352	0.2919	-1.2030	-0.2713	-0.5339
ENSG00000107672.14	0.8886	0.7430	0.9122	1.3904	-0.5919	0.6027	-1.1457	0.9761	-0.0712	-0.1393	0.1712	0.0238	-2.5178	-1.1418	0.2752	-0.3754
ENSG00000176390.11	-0.4772	-1.5960	-0.0822	-0.7077	0.9616	1.7964	-0.5945	-0.1222	0.6648	0.3513	0.0384	-0.6702	-1.6170	1.7592	0.6104	-0.3151
ENSG00000167779.7	-2.3885	0.0399	0.6530	-0.6533	0.5476	-0.3801	0.9695	0.2611	-0.5487	0.5528	-1.3827	-0.2784	1.5253	-0.3426	1.3953	0.0298
ENSG00000186501.14	-0.2738	-0.3310	-1.2542	0.6867	0.6049	0.3204	0.1432	1.2694	-0.9512	-1.2340	-1.1079	-0.3573	2.1684	-0.5494	-0.4361	1.3016
ENSG00000244242.1	-0.0633	0.4371	-0.7794	0.7561	0.3898	-1.0986	-0.1981	0.3519	0.3353	-0.0000	-0.3097	-0.4605	2.5036	-2.2837	-0.0265	0.4460
ENSG00000230202.1	-1.1679	0.0454	-0.8864	1.4967	1.3004	-0.3190	-0.3211	0.0846	0.4936	0.5232	1.1082	0.9199	-0.1441	0.3129	-1.8908	-1.5554
ENSG00000166337.9	-0.8668	-0.4888	-0.1648	-1.1915	0.4886	-0.2087	0.4938	0.3018	-0.0795	-0.4134	-0.0216	-0.5810	3.2867	-0.3451	0.3883	-0.5981
ENSG00000151240.16	-0.2210	0.5856	-0.7305	0.3665	0.0372	1.5058	-0.2524	2.0853	0.0768	-0.9054	-1.3456	-0.8948	1.1535	-1.2760	-0.7431	0.5581
ENSG00000133935.6	0.2185	0.7210	1.0003	-1.3580	-1.0532	-0.5019	-0.5554	-0.7847	0.9071	-0.3507	0.0152	0.1460	-1.6657	2.1698	0.1878	0.9038
ENSG00000033100.14	-0.7509	-0.8240	-1.6142	-0.0122	0.6290	1.4854	0.8446	1.3792	-0.4203	0.5208	-0.3881	-0.1656	1.3755	-1.6650	-0.7290	0.3349
ENSG00000257595.2	0.4394	0.1636	0.8470	-0.5189	-0.0542	0.3480	-1.3040	1.1725	-0.6160	-1.1947	0.5459	-1.0026	1.4587	-1.4527	-0.5482	1.7163
ENSG00000168556.6	-0.8324	-1.5557	-0.0709	-1.3390	1.9939	0.1879	0.6752	0.1801	0.0699	0.0242	-0.2336	-0.4280	-1.0930	1.1510	1.6402	-0.3696
ENSG00000146282.17	0.2062	0.2137	0.0898	0.4166	1.5089	1.3547	1.1281	1.0806	-0.6059	-0.4026	-1.0465	-0.6162	-2.4189	-0.3433	-0.4327	-0.1325
ENSG00000165661.15	-0.5819	-1.4414	-1.5355	-2.1277	1.4602	0.7221	0.9053	0.6515	0.2904	0.1857	0.7935	0.5974	-0.3430	-0.4210	0.5717	0.2727
ENSG00000247137.8	0.5387	-1.0140	0.6438	0.4788	0.8992	-0.5598	-0.7737	-0.4452	1.4651	1.1558	1.4325	-1.2291	-1.6987	-0.3516	0.4067	-0.9484
ENSG00000108106.13	-0.2955	-0.4283	1.0468	-1.2361	-0.2967	-1.2901	-0.1317	-0.4703	1.1859	0.1386	1.4284	0.6170	1.6152	-0.8569	0.5818	-1.6083
ENSG00000259683.1	-1.1175	-0.4547	-0.2781	-0.0631	0.9590	0.6944	-0.6958	1.9168	0.2683	0.8467	-0.1471	0.2650	0.2621	-2.3909	-0.8183	0.7532
ENSG00000143570.17	-0.5174	-0.5172	-1.3182	-2.1219	0.6753	0.2459	1.0639	0.7839	0.6409	0.7185	0.8788	0.1355	1.5324	-0.5001	-1.1665	-0.5339
ENSG00000249859.7	-0.7886	-1.1865	-0.5314	-0.4974	1.7179	1.0410	1.3609	0.8993	-0.9832	-1.2494	-1.0225	-0.8195	0.3895	0.7581	0.8792	0.0327
ENSG00000108100.17	0.4203	-0.5520	-0.5438	0.0469	1.2923	0.0559	0.2541	0.9734	-0.2137	1.5224	-0.0100	-0.2961	-2.6091	-1.3054	0.2503	0.7144
ENSG00000161860.7	-0.6584	1.0594	-0.7779	-0.1937	1.5978	1.5579	-0.0096	0.7233	-0.5135	0.7159	-0.1374	-1.8949	0.5387	-1.5644	-0.4175	-0.0260
ENSG00000010626.14	-1.1076	-1.0854	-0.7258	-1.6319	1.3679	0.1577	0.7655	0.9384	-0.6453	-0.4068	-0.3379	-0.4771	1.9300	0.5533	1.0003	-0.2952
ENSG00000145882.10	1.0765	1.4079	1.3491	0.8974	-1.0293	-0.6969	-1.7726	0.9049	0.2706	-0.7821	-0.6876	-0.1905	-0.3565	-1.0293	-0.4369	1.0753
ENSG00000280852.2	0.7762	-0.9687	0.4867	0.5002	1.2061	-2.0253	0.1002	-1.3208	0.5297	-1.4564	-0.7621	0.4678	0.7820	0.0092	0.3661	1.3091
ENSG00000129084.17	-0.3180	0.5052	0.2920	1.2160	-0.2040	0.7471	0.1297	0.1416	-0.2362	-0.0599	-0.6246	0.7473	-3.2846	-0.1045	0.7284	0.3245
ENSG00000125450.10	-1.0283	-0.6866	-0.1870	-0.3696	2.0414	0.2712	1.5246	0.4253	0.9926	0.2155	0.9696	-1.1131	-0.0020	-1.2348	-1.1953	-0.6236
ENSG00000155463.12	-0.2626	0.1398	-1.0582	-0.2183	-0.6312	-0.9820	-0.7815	-0.3704	0.5653	0.1429	-0.2303	-0.2622	1.6083	-0.4995	-0.0468	2.8867
ENSG00000277449.1	-0.5794	-0.8058	-0.5352	0.2544	1.5087	2.0670	0.6830	0.9260	-1.0994	-0.9212	0.0196	-1.1978	-1.3270	0.5724	0.4579	-0.0233
ENSG00000171310.10	-0.0542	-0.5074	0.5189	-1.7891	-0.7602	-0.9716	-0.5783	-0.1874	1.2971	0.2930	0.7734	0.5176	2.1495	-0.7604	0.9081	-0.8489
ENSG00000130751.9	-0.2857	-0.6612	0.2760	-1.6024	-0.3691	-1.5891	0.1580	-0.8006	1.2037	1.5499	1.5143	0.5905	1.0449	0.0658	-0.1465	-0.9484
ENSG00000270175.1	0.9331	-0.4090	0.5576	-0.0791	2.7118	0.7785	-0.5423	-1.0449	-0.1011	-0.3749	0.7870	-0.0366	-0.9765	-1.0688	0.0603	-1.1951
ENSG00000214182.5	0.1371	-0.4116	0.1513	-0.9106	-0.4347	0.5770	-2.8235	-0.9496	0.0375	0.2776	1.1543	0.4490	0.1656	1.5379	0.6080	0.4345
