id	RNF43_WT_4	RNF43_WT_3	RNF43_WT_2	RNF43_WT_1	GFP_4	GFP_3	GFP_2	GFP_1	RNF43_659fs_4	RNF43_659fs_3	RNF43_659fs_2	RNF43_659fs_1	RNF43_117fs_4	RNF43_117fs_3	RNF43_117fs_2	RNF43_117fs_1
ENSG00000115112.7	1.0263	-0.1502	-0.4445	-0.6541	-0.4560	0.2413	-0.4188	1.8472	-0.2531	0.2210	-0.8419	-1.0395	2.3801	-0.4658	0.2686	-1.2606
ENSG00000181061.13	0.0149	0.3525	0.3886	0.4352	0.2650	0.9305	0.6670	-0.3583	-0.2747	0.0937	0.1985	0.3353	-3.5262	0.0585	0.5733	-0.1538
ENSG00000113119.12	-0.5403	-0.3947	-0.6556	1.9819	-0.5049	-0.5521	-2.4368	0.5734	-0.5759	0.7834	0.6547	-0.5791	0.9164	0.2141	0.2831	0.8323
ENSG00000113558.18	0.0116	0.0100	0.7067	-0.1627	0.3600	0.4565	0.8147	-0.6132	0.0738	1.0819	0.7494	0.4226	-3.2846	-0.4875	0.1985	-0.3379
ENSG00000139531.12	1.2814	0.1603	0.3384	0.2325	0.3324	1.3958	1.0931	1.3011	-0.3822	0.2987	-1.1362	-1.5444	-0.6699	-1.1877	-1.5634	0.0499
ENSG00000272077.1	-0.7390	0.1560	-1.9881	-0.4776	1.3951	1.2284	0.4732	0.9554	-0.5479	-0.4191	0.0957	-0.3603	-1.4479	0.9745	1.2862	-0.5845
ENSG00000173852.13	0.7811	0.2579	-0.2694	-0.0181	-1.0922	-0.1352	0.0022	-0.2161	0.6084	0.6899	0.9769	1.9093	-2.5067	-0.7111	-0.7382	0.4612
ENSG00000204642.13	-1.3661	-1.4603	0.3958	-1.4474	0.6943	0.4635	0.2813	-1.0127	0.0982	1.1809	1.0538	0.2199	1.9903	-0.2311	-0.4191	-0.4412
ENSG00000160602.13	-0.9832	-0.4081	0.6055	-1.4760	-0.1768	-0.2395	0.5959	0.3654	1.6096	0.4210	0.7341	-0.5726	0.6590	-2.4187	0.6543	0.6301
ENSG00000172270.18	0.0375	-0.2472	0.0419	-0.5396	0.0990	-0.9068	-1.0900	-0.1119	0.1879	-0.3025	0.4042	0.5861	3.0497	-0.7210	-1.2535	0.7660
ENSG00000100079.6	0.3401	1.2773	-0.4153	-0.0280	0.2592	0.1295	0.7209	-2.1901	0.6975	0.1322	0.1866	0.8344	1.2344	-1.9186	-1.1021	-0.1580
ENSG00000123349.13	-0.3865	-0.9413	-0.4729	-0.2538	0.5087	0.8207	1.0924	0.8548	-0.0739	0.6883	0.6086	0.0195	-3.1253	0.2480	0.0393	0.3732
ENSG00000116679.15	-0.5357	-0.4617	0.1672	0.2738	0.6847	0.4841	0.2944	-0.3672	-0.3288	0.2147	0.3613	-0.2870	-3.1595	1.2183	1.2682	0.1732
ENSG00000104946.10	-0.2210	-0.7683	-1.1519	-1.3140	1.0592	-0.5392	0.5720	0.4246	-0.1425	0.1720	-0.5540	-0.1441	2.8941	0.1853	-0.7302	0.2582
ENSG00000110619.16	-0.8049	-0.6696	-1.0023	-0.4533	1.6490	1.2157	1.5555	1.4633	-0.8920	-0.7505	-1.0692	-1.0410	0.0856	0.0013	0.5672	0.1452
ENSG00000274425.1	-0.1681	0.5013	-0.3108	0.1539	0.9339	0.1906	0.2251	-1.2406	0.8288	-1.8144	0.7467	0.0445	1.8341	0.4900	-1.9298	-0.4854
ENSG00000163848.18	-0.5661	-0.9759	-1.2363	-0.7824	1.5452	1.0368	1.2568	1.1788	-0.8531	-0.4079	-0.7658	-0.9199	-0.3945	1.5125	0.5829	-0.2113
ENSG00000146054.17	-1.0471	-1.1861	-0.8396	-1.0659	0.3491	0.1422	1.0518	-0.3627	0.9190	1.2243	1.3260	0.9657	-1.3760	1.0819	-0.1024	-1.0802
ENSG00000145632.14	-0.0946	-0.7386	0.4632	-0.8088	1.9177	0.0591	1.2473	0.3691	-0.3137	-1.1368	-0.6102	-1.6245	-0.0222	1.5679	0.6703	-0.9452
ENSG00000075213.10	0.5846	-0.8711	0.5390	-1.6283	1.2490	-0.8298	0.2727	-0.8283	0.8933	-0.3293	-0.8822	-1.3705	1.1682	1.5714	0.7024	-0.2412
ENSG00000116580.18	0.4402	-0.3856	-1.1693	-0.2237	0.8594	1.6153	-0.2849	0.8358	-1.1723	-0.4270	-0.6874	-1.7099	0.2468	1.7640	0.8358	-0.5372
ENSG00000196365.11	0.2393	0.5851	-0.2963	0.7374	-0.9840	-0.2316	-1.2856	0.6469	-0.3282	-0.8411	-0.8419	-0.0826	2.6629	-1.1209	0.1539	0.9867
ENSG00000276168.1	0.1701	-0.5792	-1.1846	0.7250	0.4184	0.4547	-0.5647	1.9619	0.1633	-0.6373	-1.4625	-0.4028	2.0768	0.2735	-0.5690	-0.8436
ENSG00000099385.11	0.7818	1.0824	0.5222	0.4118	-1.6378	0.7694	0.1390	1.6711	-0.7312	-0.3870	-1.1969	-1.1526	1.2758	-0.5455	-1.1397	0.1371
ENSG00000268193.5	-1.7333	-1.2079	0.1374	-1.3296	0.7610	0.7746	-0.7669	0.7658	0.9392	1.7668	0.2679	-0.0546	1.0481	-0.7067	0.1694	-0.8314
ENSG00000167447.12	-0.4738	-0.8416	0.6287	-0.6993	1.6266	0.7323	1.3754	0.6309	-0.8969	-0.5136	-0.8357	-0.8459	-1.0949	1.8188	0.2117	-0.8229
ENSG00000225077.2	0.5869	-0.3645	0.2039	-2.3269	0.8630	-0.2070	1.1655	-0.6899	-0.4750	0.4180	-0.6532	0.1224	1.7578	-1.3506	0.1303	0.8194
ENSG00000261221.3	-0.5855	-0.2557	-1.1378	-0.3415	-1.0931	0.3874	-0.0208	1.1947	-0.0527	-0.5588	-0.2318	0.3064	2.7336	-1.3877	0.4844	0.5590
ENSG00000153956.15	0.6131	0.3232	-0.1214	0.6048	0.4024	1.2935	1.0116	0.6880	0.3083	-0.1802	-0.2644	0.0830	-3.0895	-0.7687	-0.6234	-0.2803
ENSG00000225449.3	-0.0992	-0.0412	0.5639	0.0967	0.1648	-0.9016	0.6935	-0.2380	-2.0371	0.1260	-1.3756	-0.6369	0.0792	1.1537	2.3387	0.1131
ENSG00000108510.9	-0.6458	-0.9347	-0.1726	-0.8344	1.8380	1.5452	2.0327	0.3013	-0.1761	0.2284	-0.4348	0.0862	-1.3354	-0.8084	-0.4873	-0.2021
ENSG00000106278.11	-0.1520	-1.2762	-0.2742	-0.0873	2.1465	0.4737	-0.0947	0.9450	0.2400	-0.3791	1.1684	-1.5716	-1.7281	0.7021	0.0131	-0.1257
ENSG00000161904.11	-0.2727	-1.0412	-1.8710	-0.4150	2.4030	1.1804	0.9825	0.2966	-0.7515	-0.5135	-0.4718	-0.6785	0.1457	0.2108	0.2349	0.5614
ENSG00000232838.3	-0.3956	-0.0832	1.3524	-0.0271	-1.4966	0.5969	-1.5193	-0.4475	-0.4570	0.9961	-0.1837	0.5370	-1.3141	1.6581	1.2851	-0.5013
ENSG00000255367.1	-0.7403	-1.4736	0.3729	-0.6403	0.1155	-1.1946	-0.1512	0.6609	1.1831	1.6710	0.8798	-0.4771	1.0937	-0.8168	0.9112	-1.3942
ENSG00000143554.13	-1.0364	-0.9656	-0.2778	-1.6132	1.2959	0.3946	-0.5532	-0.9667	0.2087	1.0596	2.0483	-0.0352	0.9685	0.4922	-0.8057	-0.2141
ENSG00000131381.12	-0.9712	-1.1995	-0.4381	-1.2545	1.5197	0.9624	0.5474	0.8482	1.4037	0.2300	-1.2873	-0.3374	-0.9935	1.1930	0.3177	-0.5407
ENSG00000239282.7	-1.0511	0.1102	-1.1292	-2.0767	0.3028	0.6050	1.9586	-0.2584	-0.0902	1.7283	0.0236	0.5012	0.1432	-0.0481	0.0911	-0.8103
ENSG00000179111.8	-0.8061	-1.1684	0.0099	-2.2830	-0.1527	-0.5224	-0.0007	0.2495	0.0352	0.9041	1.6058	0.0562	1.6718	-0.0818	0.9816	-0.4988
ENSG00000155893.11	0.1275	0.2039	0.4492	0.2448	-0.7175	1.5132	1.4446	-0.3696	0.8739	0.7862	0.2938	0.5499	-1.1980	-1.4544	-1.9014	-0.8461
ENSG00000164406.7	-1.3475	-0.4426	-2.0765	-0.4712	0.9958	0.9296	1.6080	0.9744	-0.2914	0.0222	0.0296	-1.3089	-0.3964	0.6228	0.7423	0.4097
ENSG00000206147.5	-0.5103	-1.1796	-0.3640	0.3583	0.6067	0.6346	0.8039	-0.3273	-0.6939	1.5856	-0.1443	0.1090	1.0841	0.6131	0.0658	-2.6418
ENSG00000146232.14	1.3212	1.5383	-0.9867	-1.5961	0.2995	0.7949	0.4805	0.3442	-0.6790	-0.5961	0.3668	-1.8030	0.4726	0.9913	-0.0060	-0.9424
ENSG00000112701.17	-0.4698	-0.0547	-0.2241	0.6373	1.3408	1.1153	1.1442	0.6613	-0.8269	-0.2135	-0.5661	-0.4607	-2.7682	0.5672	0.4318	-0.3138
ENSG00000137133.10	0.2163	0.5629	0.1223	0.0213	-2.4943	-0.3398	-0.1129	0.0438	-0.5038	-1.3250	-0.4216	0.5226	2.0744	0.0842	1.1611	0.3885
ENSG00000255301.1	-0.0647	0.6435	-0.4366	-0.0268	1.0052	0.3514	0.8199	-2.8653	0.7038	0.9790	0.5636	-0.6019	-0.9903	0.5293	-0.9350	0.3249
ENSG00000135093.12	-0.3901	-1.0860	-0.6626	-0.5858	1.5287	0.4875	1.1568	0.9228	-0.2028	-1.2939	-0.9727	-1.6383	1.3775	0.6599	0.6655	0.0336
ENSG00000062485.18	0.1265	-0.9284	-0.1750	-2.2727	1.0980	-0.2615	1.2400	0.4156	0.9130	0.3263	0.8496	-0.2419	-1.3770	-0.9177	-0.0128	1.2179
ENSG00000162620.15	-0.1578	0.9138	-0.0993	-0.0697	1.4474	1.6266	-0.1751	0.8586	-1.3621	-0.7374	-1.0839	-1.3422	-1.1674	0.5543	1.1894	-0.3953
ENSG00000259404.5	-1.7689	0.0015	-0.9086	-0.1441	2.0052	0.7612	0.8287	1.0261	-0.7289	-0.9689	0.4488	-0.6240	-1.0543	0.5026	1.0416	-0.4179
ENSG00000119326.14	0.1347	0.1110	0.2598	0.4751	1.0649	0.6909	1.0431	-0.0765	-0.1036	-0.0420	-0.1663	0.1205	-3.4366	0.0973	0.1165	-0.2888
ENSG00000204237.4	-1.1241	-0.5778	-0.5291	-0.8852	-0.5283	-0.2261	-0.1398	0.5200	-0.5079	-0.3364	-0.1626	-0.1314	3.1921	0.9207	0.5165	-0.0007
ENSG00000206557.5	0.9266	0.6570	0.2801	0.4607	-0.1730	0.4053	-0.1584	0.3895	1.3050	0.4411	0.4668	0.4285	-2.8511	-1.1118	-1.1262	-0.3402
ENSG00000154743.17	-0.8661	0.4713	-0.4903	-0.7430	0.0175	0.3887	0.0817	0.2389	-0.6369	-2.0853	-0.9658	-0.2038	1.0731	1.8868	1.5874	0.2460
ENSG00000214174.8	0.3125	0.1726	0.3371	-0.0578	1.0934	0.6947	0.4488	0.3000	-0.5559	-0.7861	-1.0606	-2.1911	-1.3304	1.1992	1.6369	-0.2132
ENSG00000230869.1	-0.9470	-0.4021	-1.2648	0.1454	1.2679	1.2199	-0.2116	0.6029	-1.6239	0.8555	-0.9257	-0.3573	-0.2976	0.6791	1.8787	-0.6195
ENSG00000070718.11	-1.2799	-0.9172	-0.7816	0.8534	1.9308	1.3650	-0.5063	0.9529	-0.0606	-1.6971	-0.3726	-0.3480	0.2386	-0.5524	0.2486	0.9265
ENSG00000131848.9	0.3482	-0.6785	-0.0478	-0.0088	1.4220	0.6388	0.9323	1.1574	0.7595	-0.2078	-2.0715	-0.8383	-1.1055	0.2059	0.9241	-1.4299
ENSG00000135299.16	0.3942	-1.2760	0.1785	-1.3517	-0.5022	-0.2117	0.8107	-0.6995	0.8764	-1.1954	-1.5989	0.2776	1.6232	1.0573	0.7008	0.9164
ENSG00000146576.12	-1.0324	-1.2264	-0.3095	-1.1555	1.2283	-0.8342	0.3372	-0.4301	1.4730	0.2864	1.4667	-0.5817	1.7580	-0.3990	-0.7003	0.1194
ENSG00000127955.15	0.0511	-0.1222	-0.9367	-0.4275	1.6500	0.6465	0.8919	0.6126	-0.6807	0.5311	-0.6215	-1.8944	1.1017	1.2032	-1.3333	-0.6718
ENSG00000213465.7	0.3792	-0.1606	1.4183	-0.6168	-0.9251	-1.9306	-1.2842	-1.3609	0.8024	0.3000	0.5912	0.5969	1.5935	0.5180	0.2673	-0.1884
ENSG00000167378.8	-0.1158	-0.4480	-1.6081	-1.1885	-0.6471	0.5730	0.4483	1.2323	0.3915	0.1187	0.5200	0.4589	2.0867	-1.7635	-0.3505	0.2922
ENSG00000113638.12	-0.0240	-0.8540	0.5175	0.0714	0.9557	1.4300	1.5111	0.1882	-1.1090	0.4593	-0.2988	-0.6057	-2.4620	-0.1931	0.7718	-0.3584
ENSG00000005206.16	-1.3158	-0.0046	-1.7622	0.3892	0.8368	1.1195	0.5054	1.7892	-0.4590	-0.5546	0.0293	-0.6849	1.3895	-1.2452	-0.2728	0.2402
ENSG00000258325.2	-0.4312	-0.0427	-0.9881	-1.9786	-1.3704	0.9229	-0.1791	-0.5099	1.2195	-0.6714	1.0587	-0.3581	1.6724	0.5250	0.5595	0.5714
ENSG00000167323.9	-0.5565	-1.3361	-1.9371	0.4008	1.4368	0.9187	0.7151	0.7591	-0.5023	-0.2584	0.1755	-1.5198	1.3156	0.7373	-0.1518	-0.1969
ENSG00000164237.8	-0.2704	-1.1115	0.6249	0.4289	0.5255	0.5653	-1.1481	0.4177	-1.3078	-1.4811	-0.5261	-0.5325	1.6281	-0.5116	1.2751	1.4235
ENSG00000108179.13	1.1270	0.7735	1.4168	0.2464	-0.9290	-0.7746	-1.2400	-0.1001	0.6867	-0.0325	0.7453	1.0201	-0.2831	-1.8986	-1.3820	0.6242
ENSG00000146733.13	0.4505	2.0052	0.3702	0.3050	-1.0960	0.2961	-1.6509	0.1670	0.1045	0.6721	0.3972	1.3395	-0.9975	-1.3051	0.1159	-1.1737
ENSG00000119888.10	-0.8143	-0.5534	0.6192	-0.7027	0.1003	1.4490	0.2553	-0.6631	-0.0217	0.8190	1.7627	1.0014	-1.5780	-1.1328	0.6882	-1.2290
ENSG00000100425.18	-0.8222	-0.2185	-1.2031	-0.9518	1.3677	1.7670	1.7060	0.9284	-0.7967	-0.5640	-0.6767	-0.0810	0.6822	-1.1089	-0.1634	0.1350
ENSG00000161960.14	0.9734	0.0434	1.8893	0.9687	-1.0988	-1.2988	-0.7837	-1.4531	0.8770	-0.2981	0.3915	-0.3094	-0.8210	-0.0379	-0.4384	1.3958
ENSG00000198799.11	-0.8744	0.1930	-1.0700	-0.5302	1.9681	1.1782	0.6505	0.8895	-0.8441	-0.8111	-0.2513	-0.8792	-1.3740	1.1316	0.9146	-0.2911
ENSG00000253981.5	-0.4370	0.7477	0.3999	-0.0223	-0.5434	-2.4352	-1.7254	0.9210	0.4949	-0.2774	0.2134	-0.3341	1.5170	-0.0217	1.0052	0.4974
ENSG00000132964.11	-0.2308	-0.7281	0.2282	-1.8557	2.0206	-0.2474	1.5067	0.3325	0.9182	-0.1004	0.0384	-1.0301	-1.2712	0.6815	0.2961	-0.5587
ENSG00000127957.16	-0.3334	-0.6175	-0.6409	-0.7701	1.6423	1.3185	1.3906	1.0151	-1.2270	-1.2175	-0.8653	-1.1526	-0.1129	0.7738	0.6329	0.1640
ENSG00000153443.12	-0.2500	-1.0028	0.0109	-0.9640	-0.4328	-0.8154	-0.3825	-0.3391	1.1033	-0.0488	0.5796	0.5278	2.9327	0.5397	-0.9518	-0.5070
ENSG00000188997.7	0.6850	-0.3909	-0.7668	-1.1635	1.5447	-0.7761	-0.4025	-1.1364	-0.1803	0.4227	2.0063	1.2222	0.8518	-0.1993	-0.7472	-0.9697
ENSG00000204709.4	-0.7896	0.4518	1.6386	-0.6526	-0.5249	-1.2727	0.6265	0.7086	0.0976	1.6299	0.9957	0.6644	-0.7817	-1.5275	-0.1684	-1.0956
ENSG00000170647.3	-0.9779	0.5401	0.2354	0.2056	1.1189	0.5232	-0.9451	-0.5669	1.0878	-0.1952	-0.2107	-0.5735	-2.5951	1.4589	0.2796	0.6150
ENSG00000156990.14	0.5134	0.0570	1.0895	-0.3358	-1.3641	-1.9517	-1.3233	-0.3312	0.7608	0.3258	0.3687	-0.0104	2.2069	-0.1506	0.3710	-0.2261
ENSG00000267534.2	0.2539	-0.7791	-0.2091	-1.3271	0.8677	-0.3497	0.1710	-0.2844	1.1816	1.8606	1.3895	0.2442	0.4950	-1.0121	-1.6319	-0.8702
ENSG00000251026.1	0.1955	-0.5653	-0.4280	0.5896	1.3707	1.6766	0.9004	0.7314	-2.3007	0.2380	-1.2200	-0.5638	-0.8510	0.4170	-0.0538	-0.1367
ENSG00000120149.8	-0.4290	-0.7282	0.1664	-1.9507	1.0061	-0.8699	-0.0155	0.4936	0.1645	-0.1907	-0.1995	-0.6324	1.4874	1.8057	1.0547	-1.1626
ENSG00000196591.11	-0.0281	0.0736	0.1946	0.8833	0.5724	0.2628	0.3057	0.4698	-0.5579	-0.4860	-0.4423	-0.4556	-3.2391	0.6848	0.9075	0.8544
ENSG00000087884.14	-0.9440	-0.7898	-0.9375	-0.1048	0.2144	2.6952	1.3397	0.9513	-0.7880	-0.0934	0.3731	-0.4601	0.2647	-1.1708	-0.1957	-0.3540
ENSG00000085644.13	-0.7575	-0.7239	-1.1378	-0.2060	0.2287	-0.1857	0.9549	0.9249	-0.5633	-0.9047	-1.2944	-0.7106	2.3639	0.1355	1.0575	0.8187
ENSG00000171603.16	-0.8503	-1.2780	-1.6071	-0.7924	0.7968	1.0928	0.6608	1.1472	-0.1598	0.6765	0.2020	0.0230	1.4714	-1.1085	-1.1106	0.8362
ENSG00000278919.1	-0.9988	-0.5056	-0.9878	-0.3530	1.7236	1.6516	1.5609	1.4191	-0.1863	-0.5481	-0.4102	-1.0883	0.2130	-0.5896	-0.3756	-0.5249
ENSG00000173442.12	-0.6105	-0.1085	-1.1593	-0.6333	1.6708	1.7134	1.4236	0.5484	0.5083	-0.0823	-0.1827	-0.3183	0.3730	-0.2886	-1.6729	-1.1810
ENSG00000114698.14	-0.5933	0.6440	-0.8446	-0.3987	0.3645	1.3952	0.5982	1.5269	1.7312	0.1361	-0.8801	-0.5066	-1.2402	0.4393	-1.1591	-1.2128
ENSG00000143344.15	-0.7209	-0.6548	-0.9645	-1.3130	1.9870	0.9044	1.7323	0.7578	-0.3540	0.3817	0.4325	-0.2680	-1.2576	0.4713	-0.3685	-0.7658
ENSG00000244239.1	0.3281	0.3494	-0.6270	-0.2912	0.4422	-0.4766	-1.6157	-0.1852	-0.1619	-1.2748	-1.5572	0.1279	1.9740	0.5803	1.0389	1.3489
ENSG00000015568.12	0.4775	0.9509	-1.5259	-1.8981	-0.4288	1.5929	0.3985	0.1232	-0.9469	0.4901	-0.6295	-0.5492	-0.2212	1.6244	-0.1601	0.7023
ENSG00000198440.9	0.1745	1.4817	-0.9641	-0.1838	1.8999	0.7270	0.1746	0.7884	-0.5464	-1.3532	-1.9041	-0.9432	-0.2122	0.2551	0.5053	0.1005
ENSG00000175093.4	-0.2800	-1.6043	0.7754	0.8051	-0.1473	-1.4375	0.1965	-0.1693	1.0629	1.5905	1.3639	0.9609	-0.5587	-0.8595	-0.9062	-0.7924
ENSG00000175970.8	-0.4869	-0.1726	-0.6623	-0.6501	-0.7838	0.5281	-0.2851	0.7670	-0.6746	-1.0564	-1.0528	-0.0782	-0.2190	0.6623	2.5648	1.5996
ENSG00000115255.10	-0.7578	-1.0552	0.2089	-1.8270	0.5038	-0.8264	0.4266	-1.2821	0.2865	0.7830	0.6939	-0.1443	1.8012	1.4564	0.4001	-0.6675
ENSG00000157470.11	0.1445	0.2553	0.3248	-1.6239	-1.3886	1.1939	-1.1406	0.7935	0.4977	1.1410	1.3350	0.2160	-0.5966	0.5246	0.0196	-1.6963
ENSG00000149927.17	-0.9131	-1.1205	-0.2795	-1.8125	0.0830	0.4988	0.4905	0.0417	0.3348	0.3074	0.5980	-0.7050	2.3985	0.8284	0.4208	-1.1715
ENSG00000272923.1	0.0270	-2.3605	-1.6481	0.3741	0.8996	-0.6796	-0.2410	-0.3112	-0.5760	0.2992	1.0350	0.3944	1.1829	1.3261	0.5268	-0.2486
ENSG00000253729.7	0.2842	1.1797	-0.4721	0.1403	-1.0719	1.3452	-1.5410	-0.2495	1.6370	0.0915	-0.1595	-0.0496	-0.3054	-1.4508	-0.8684	1.4902
ENSG00000092295.11	-1.0193	-1.6037	-1.1926	0.5761	0.8176	0.6428	0.1003	-0.0370	0.6264	-0.4285	-0.0049	1.2727	-2.0249	1.2607	0.7739	0.2406
ENSG00000114353.16	-0.4444	-1.4224	-0.2052	-0.9170	1.7533	-0.1419	1.6419	0.2827	0.0417	0.9785	1.0872	0.0558	-0.5171	-1.2061	-1.4080	0.4211
ENSG00000248408.1	-1.4305	-0.2221	-0.3359	-0.3121	-0.1130	1.8795	0.7238	-0.2387	-0.9858	0.4804	0.7033	-1.3810	-1.3911	1.2873	1.1574	0.1783
ENSG00000115548.16	-1.3447	-0.6277	0.1020	-1.3529	2.1690	0.7239	1.6834	1.0170	-0.4614	-0.1722	-0.8773	-0.1822	-0.4262	-0.0552	0.4551	-0.6506
ENSG00000171132.13	-0.2437	0.7941	1.0348	-0.7691	-1.7916	1.2724	-0.0936	-1.0946	0.8847	1.1613	-0.0932	0.3117	-1.3691	1.0516	0.1191	-1.1748
ENSG00000213073.4	-0.8291	-1.3397	-1.1563	-0.4526	1.6695	1.4750	1.7736	0.9552	-0.5588	-0.1942	-0.2712	-0.7429	0.3548	-0.0235	0.2339	-0.8935
ENSG00000252481.1	0.4147	0.4428	-0.4436	-0.7057	-0.4385	-0.1251	0.3698	0.8245	1.7578	-1.4938	0.9229	-1.5749	1.0185	0.8962	-0.3501	-1.5154
ENSG00000181449.3	-0.9322	-0.4564	0.1686	-1.8807	-0.4016	-0.1147	-0.4966	0.1804	-0.1481	1.7086	1.7505	1.2501	-1.0735	1.0007	-0.3946	-0.1605
ENSG00000258820.5	0.5465	1.5939	-0.0503	-0.6382	0.2925	1.0497	-1.2833	1.7537	-0.7605	0.7647	0.7486	-1.1987	-0.3989	-1.0730	-0.1919	-1.1548
ENSG00000260669.2	-0.1666	-1.1931	-1.0777	-0.6874	0.3752	1.8256	0.0693	0.9681	-0.9632	-1.1303	-1.1557	0.1974	1.3533	1.2473	0.6564	-0.3185
ENSG00000188610.12	0.0033	-0.5785	0.7159	-0.7682	1.9451	0.4327	1.2349	0.6104	-1.5870	0.7025	0.3833	-0.2928	-0.8697	0.6337	-1.3025	-1.2630
ENSG00000260693.1	0.5077	0.4240	0.0428	0.1328	0.6266	0.3391	1.5803	1.2611	-2.0655	-0.9829	-0.8328	-0.8690	-1.4558	0.0773	0.1577	1.0567
ENSG00000100038.19	-1.3906	-1.1890	-1.6623	-1.1972	1.7589	0.7995	0.7192	1.2419	-0.1777	0.2473	0.3455	-0.7684	0.8075	0.4550	-0.0255	0.0358
ENSG00000136193.16	-0.1303	-0.9829	-1.2478	-1.7100	2.3679	0.7547	1.1149	0.4919	-0.7586	-0.4236	-0.5724	-0.4154	0.2298	0.4148	0.5301	0.3367
ENSG00000241963.3	-0.1519	-0.7698	-1.2166	0.7958	0.9304	1.6140	0.1938	-0.9154	1.1137	0.6190	0.6670	0.3577	-1.7673	-1.6085	0.0049	0.1333
ENSG00000280385.1	-0.2003	0.4242	-0.0739	0.2731	0.1689	0.3732	0.1710	-0.3112	1.0632	0.6990	0.6248	0.7923	-3.3998	-0.3357	-0.3098	0.0411
ENSG00000166546.13	-0.5159	1.6357	0.9660	1.1551	-0.5021	-2.5055	0.6991	-0.1275	0.9417	-0.2721	0.3498	-1.0627	-0.6530	-0.3095	0.1230	0.0780
ENSG00000112837.16	-0.6594	-0.9027	0.5640	-1.9818	2.2552	0.7708	0.7198	1.0779	-0.3384	-0.5866	-0.1771	-0.1868	-0.2907	0.2266	0.5803	-1.0711
ENSG00000160408.14	0.2845	-0.9369	-0.3712	-0.9645	-1.2647	-0.6792	0.3559	-0.3122	0.6678	0.7939	0.6769	0.4389	2.7949	-0.8957	-0.5892	0.0008
ENSG00000250742.2	-1.2060	-1.0372	-1.4876	-1.6427	0.7857	0.6133	0.4932	0.6791	0.2833	0.7562	0.6635	0.6920	1.6773	-1.1643	-0.2922	0.1865
ENSG00000265688.1	0.2036	0.2404	0.7148	-0.8877	0.3391	-1.5840	-1.0724	-0.7877	0.8504	1.4299	0.2492	-0.5774	2.0819	-0.8740	-0.8311	0.5051
ENSG00000004777.18	-0.0029	-0.8649	-1.4654	-0.3849	1.2520	1.6019	1.2584	0.8729	-0.7347	-0.5377	-0.1698	-1.3237	0.3910	1.2998	-0.1990	-0.9928
ENSG00000162923.14	-0.7036	-0.5524	-0.4925	-1.1290	2.3739	1.0552	1.6244	0.2609	-0.0686	-0.0395	-0.3020	-0.6743	-1.3386	0.4322	0.3230	-0.7691
ENSG00000160218.12	-1.0412	-1.3237	-0.2109	-0.9932	1.5744	1.4263	1.5785	0.4583	-0.7731	1.2633	-0.4199	-0.7073	-0.7554	-0.1695	0.5180	-0.4246
ENSG00000124357.12	1.7654	0.3837	0.5394	-0.4495	-0.7138	1.5933	0.6286	0.9354	-0.0087	0.0347	-0.0767	-0.1279	-0.2913	-2.1004	-1.3514	-0.7607
ENSG00000171681.12	0.1662	-0.5478	-0.4160	-0.2557	2.3736	0.7997	1.7987	0.5567	-0.8969	-0.8701	-0.6720	-0.9073	-0.3945	0.6568	-0.3612	-1.0303
ENSG00000182700.4	-0.9374	-0.6145	-0.9008	-0.1004	0.3609	0.1623	-0.4557	-0.5710	0.8492	1.2840	0.4982	0.3351	-2.3059	1.4626	1.3638	-0.4304
ENSG00000180891.12	-0.3786	0.0410	-2.2111	-1.0687	-0.7473	-0.3404	0.8790	0.2698	0.1325	1.0762	0.5787	-0.5698	1.6446	-0.9950	1.2615	0.4275
ENSG00000167770.11	0.6733	-0.3539	-0.2313	-0.1128	0.5767	-0.2238	-0.5129	-0.9201	-1.0304	0.5797	-0.5286	-0.6232	3.2421	-0.5129	0.0965	-0.1184
ENSG00000156172.5	0.7426	0.7762	0.4945	0.7820	0.5155	0.2124	0.8542	0.4655	-1.4817	-0.0180	-0.5372	-0.8618	-2.7160	0.2208	0.9569	-0.4057
ENSG00000184203.7	-1.0633	-0.8973	-0.3034	-1.3485	1.1535	0.0893	0.7899	0.4079	-0.9795	-0.9057	-0.4819	-0.5969	1.4371	1.7458	1.2147	-0.2617
ENSG00000180229.12	-1.4482	-0.6128	-1.2084	0.0747	0.3640	1.0561	-0.4747	1.2608	-0.4943	-0.5628	-0.7655	-1.0709	2.0227	0.5275	1.1392	0.1927
ENSG00000150457.8	0.2386	0.6008	0.5339	-1.8181	2.2427	0.0541	0.7848	0.4994	0.2025	-0.0287	-0.0498	-0.7355	-0.2948	0.4549	-0.7899	-1.8948
ENSG00000090554.12	-0.3477	0.9103	-0.9758	-0.6790	1.1989	-0.6891	0.2246	1.6751	-2.2895	0.1547	0.7189	-0.4072	1.0768	-0.8260	0.2788	-0.0236
ENSG00000122203.14	0.2536	-1.1629	0.3984	-1.3887	1.3189	0.6887	0.4465	0.3376	0.6116	-0.2902	0.6331	-0.7394	2.0293	-1.2827	-0.7254	-1.1285
ENSG00000255302.3	0.3586	1.0453	0.3788	0.0182	-0.2842	0.0299	-1.1069	-1.0170	-1.0875	1.1150	-1.0126	-1.7248	0.0579	0.8115	2.0098	0.4080
